"","JarID","ParentTrt","FemaleID","MaleID","JarSeatable","LarvaeAreaPix2","LarvaeAreaum2","LarvaeCompactness","LarvaeDiamPix","LarvaeDiamum","LarvaeEccentricity","LarvaeExtent","LarvaeFormFactor","LarvaeImageID","LarvaeMajorAxisLengthPix","LarvaeMaxRadiusPix","LarvaeMeanRadiusPix","LarvaeMedianRadiusPix","LarvaeMinDiamPix","LarvaeMinorAxisLengthPix","LarvaePerimeterPix","LarvaePerimeterum","LarvaePixPerum","LarvaeSolidity","DateFixed","mV1","mV2","mV3","AveragemV","JarpH_raw","JarNBSCorrection","JarpHNBS","JarSWCorrection","JarpHSW","Sal1","Sal2","Sal3","SalMean","JarSalinity","JarTemp","mV.x","VINDTATemp","JarDICraw","JarDICCorr","JarDICFromAT","JarATraw","JarATCorr","JarpHNBSout_DICAT","JarpCO2_DICAT","JarHCO3_DICAT","JarCO3_DICAT","JarCO2_DICAT","JarSatCalc_DICAT","JarSatArag_DICAT","JarATCalc_NBS","JarpCO2_NBS","JarHCO3_NBS","JarCO3_NBS","JarCO2_NBS","JarSatCalcite_NBS","JarSatArg_NBS","JarATCalc_SW","JarpCO2_SW","JarHCO3_SW","JarCO3_SW","JarCO2_SW","JarSatCalcite_SW","JarSatArg_SW","AbnormalCount","FertNormalCount","FertVolumemL","LarvaePermL","mLFor995Zygotes","mLJarActual","PercentFert","PropAbnormal","SedgewickAreauL","TotalLarvaeMethylation75mL","TotalLarvaeMethylationRemaining","TotalmL","UnfertCount","DateCross","LarvaeDNAAgeHours","AccTankOrder","AdultDateAcclimation","AdultDateCollected","AdultDateExposed","AdultLength","AdultTotalWeight","AdultWidth","TrtTankOrder","DateSampGonadMantle","Date","mV_1","mV_2","mV_3","mV_mean","salinity_1","salinity_2","salinity_3","sal_mean","pH_batch","pH_meas","NBScorr","pHNBS","Swcorr","pHSW","salinity_batch","Salinity","temperature","mV.y","VindtaTemp","DIC_raw","DIC_corr","DIC_fromAlk","Alk_raw","Alk_corr","AT_Calc_NBS","pCO2_NBS","HCO3_NBS","CO3_NBS","CO2_NBS","SatCalcite_NBS","SatArag_NBS","AT_Calc_SW","pCO2_SW","HCO3_SW","CO3_SW","CO2_SW","SatCalcite_SW","SatArag_SW","pCO2_ATDIC","HCO3_ATDIC","CO3_ATDIC","CO2_ATDIC","SatCalcite_ATDIC","SatArag_ATDIC","EggDiamum","DateCount","Filter100um1","Filter100um2","Filter10um1","Filter10um2","Filter20um1","Filter20um2","Filter20um3","Filter20umPercDiff","NumPhotos","NumSWR","PercentAbnormal","SWRAbnormal","SWRD","SWRFacingAway","SWRFacingAwayAbnormal","SWRRound","SWRTotal","SWRUnsure","Total1mL","TotalLarvae","OrigTotalLarvae","GrowthPerDay","MajMinRat","PerimDiamRat","fit","upr","lwr"
"68","J073_B1","400","CF06_B1","CM02_B1","2",200615.7,2537.266056,1.0194433446,546.9898102,61.514823459,0.5170911523,0.7707680094,0.8735949662,9.8,547.85702888,226.229839,81.624665947,72.532814563,460.43293983,465.65289701,1697.23,190.87156996,8.892,0.9923244669,20180713,-32,-32,-32,-32,6.948669202,0.1373629,7.086032102,0.0537507,7.002419902,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.771118,3705.972366,1221.612986,6.70588972,133.321527,0.177187062,0.10835685,1257.358032,3237.948433,1237.282589,7.873343101,116.4844707,0.208034219,0.127221099,2,119,25,9153.846154,0.108697479,0.1,0.944444444,0.016528926,13,686538,223354,0.652184874,5,20180710,76.5,1,20180607,20180605,20180615,3.5,61.08,2.25,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,64.6139843452,20180927,5,5,0,0,920,961,NA,-0.044565217,35,1,NA,4,420,295,0,0,728,9,424,1673.5,1673.5,-1.03305362873333,1.17894507559372,3.10352533904353,61.7079323975024,65.6221495269353,57.7073500552826
"69","J074_B1","400","CF06_B1","CM02_B1","2",294585.5,3725.7392606,1.0151391444,653.44781069,73.487158197,0.4900844437,0.7658212657,0.8762682336,5.5,656.40163814,277.83511986,99.35931857,88.14129448,560.29519522,571.56140004,2055.0544,231.11273053,8.892,0.9933346409,20180713,-72,-72,-72,-72,7.633079848,0.1379609,7.771040748,0.0539847,7.687064548,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.584717,773.1574119,1234.972124,32.95089797,27.78509815,0.8701746,0.532446028,1330.173096,666.8383937,1233.622763,38.12106462,23.96429231,1.006709504,0.615989569,2,119,25,9153.846154,0.108697479,0.1,0.944444444,0.016528926,13,686538,223354,0.652184874,5,20180710,76.5,1,20180607,20180605,20180615,3.5,61.08,2.25,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,64.6139843452,20180928,5,6,0,0,505,516,460,-0.021782178,35,1,NA,5,1865,51,0,0,1928,7,1870,2444,2444,2.95772461726667,1.14888890690299,3.14469759137623,73.2499736411493,76.7868980388898,69.1851486680161
"70","J076_B1","400","CF04_B1","CM04_B1","2",228133,2885.2882259,1.0161074041,577.69791629,64.968276686,0.4901737711,0.7642679917,0.8765064333,6.5,578.58533285,243.78529078,87.350463323,77.547191938,492.8393035,501.80927766,1807.3586,203.25670265,8.892,0.9941152027,20180713,-32,-32,-32,-32,6.948669202,0.1373629,7.086032102,0.0537507,7.002419902,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.771118,3705.972366,1221.612986,6.70588972,133.321527,0.177187062,0.10835685,1257.358032,3237.948433,1237.282589,7.873343101,116.4844707,0.208034219,0.127221099,4,105,25,2100,0.473809524,0.5,0.913043478,0.036697248,50,157500,46200,2.842857143,6,20180710,7.8,3,20180607,20180605,20180615,3.93,92.53,2.9,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,61.8794002406667,20180928,2,2,0,0,226,222,NA,0.017699115,32,1,NA,0,248,56,2,0,307,1,248,533,533,1.02962548177778,1.15342634728204,3.12867812406708,64.8541212222676,68.4318949394882,61.0203741204613
"71","J077_B1","400","CF04_B1","CM04_B1","2",302581.2,3826.8640389,1.0197319948,666.79894517,74.98863531,0.5157281509,0.7730638002,0.8681626495,5.5,671.47852309,277.88085875,99.79676111,88.589071233,561.90557594,574.61970525,2091.7384,235.23823663,8.892,0.9902833867,20180713,-72,-73,-73,-72.66666667,7.644486692,0.1379609,7.782447592,0.0539847,7.698471392,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320.622803,753.0238431,1234.822839,33.82372607,27.06155444,0.893224437,0.546549858,1332.305664,649.3542715,1233.248423,39.12373463,23.33596224,1.033188235,0.632191485,4,105,25,2100,0.473809524,0.5,0.913043478,0.036697248,50,157500,46200,2.842857143,6,20180710,7.8,3,20180607,20180605,20180615,3.93,92.53,2.9,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,61.8794002406667,20180928,1,1,1,1,334,337,NA,-0.008982036,31,1,NA,1,118,4,0,0,123,0,119,460.5,459.5,4.36974502311111,1.16875744971196,3.13714844103095,74.8848521462454,78.7072338984801,70.7449140991128
"72","J078_B1","400","CF04_B1","CM01_B1","2",229097.6,2897.4879037,1.0174414353,579.80771038,65.205545477,0.5191974113,0.7731163136,0.8757296875,13.8,584.42779882,242.94490932,87.606298652,77.784290146,489.68581464,498.70051489,1812.3442,203.81738641,8.892,0.994084135,20180713,-32,-32,-33,-32.33333333,6.954372624,0.1373629,7.091735524,0.0537507,7.008123324,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.498779,3662.06103,1223.095793,6.802783799,131.7418265,0.179747255,0.109922509,1258.929443,3199.02767,1238.570367,7.985730984,115.084305,0.211003799,0.129037114,0,88,25,1760,0.565340909,0.6,0.967032967,0,50,132000,37664,3.392045455,3,20180710,76.8,3,20180607,20180605,20180615,3.93,92.53,2.9,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,61.8794002406667,20180928,1,1,0,0,245,234,NA,0.044897959,46,1,NA,2,156,149,2,0,309,0,158,549.5,549.5,1.10871507877778,1.17188016200147,3.12678958044007,64.8668393493969,68.8264869945834,61.1239432700714
"73","J079_B1","400","CF08_B1","CM03_B1","2",242133,3062.3517599,1.0176127295,597.48839755,67.193926851,0.5091891172,0.7778177179,0.8757970189,8.4,599.45436682,251.29942993,89.962823806,79.877014623,507.43194314,514.45388101,1863.4702,209.56704902,8.892,0.9940289019,20180713,-33,-33,-33,-33,6.965779468,0.1373629,7.103142368,0.0537507,7.019530168,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.910034,3575.619006,1226.007849,7.000459803,128.632094,0.18497037,0.113116649,1262.033569,3122.451371,1241.095937,8.214976515,112.3294897,0.217061063,0.132741368,4,219,25,9125,0.109041096,0.11,0.904958678,0.01793722,24,684375,222103,0.654246575,19,20180710,7.9,2,20180607,20180605,20180615,2.48,36.14,1.84,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,64.5266580343333,20181001,3,3,0,0,507,488,464,0.037475345,44,1,NA,11,205,54,4,0,279,5,216,779.5,779.5,0.889089605555554,1.16597814434352,3.11916946608361,66.8438991069525,70.5354225295644,63.013330137257
"74","J080_B1","400","CF08_B1","CM03_B1","2",325688.6,4119.1124606,1.0150665181,686.50707938,77.205024673,0.4932863395,0.7576961605,0.8765724685,5.5,690.60294742,293.08707337,104.516486294,92.679530631,591.78430649,599.88666915,2159.753,242.88720198,8.892,0.9933683916,20180713,-73,-72,-72,-72.33333333,7.63878327,0.1379609,7.77674417,0.0539847,7.69276797,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.602051,763.0271446,1234.902473,33.38460185,27.4210449,0.881627948,0.53945415,1331.236938,658.0404605,1233.440665,38.61933543,23.64811939,1.019867949,0.624041013,4,219,25,9125,0.109041096,0.11,0.904958678,0.01793722,24,684375,222103,0.654246575,19,20180710,7.9,2,20180607,20180605,20180615,2.48,36.14,1.84,3,20180710,20180642.3333333,-72.75,-72.5833333333333,-72.6666666666667,-72.6666666666667,19.8416666666667,19.8333333333333,19.8333333333333,19.8361111108333,11.75,7.68313138491667,0.136706730083333,7.819838115,0.0534939378333333,7.73662532275,11.75,19.8125695816667,19.4083333333333,144.6,24.9820005,1411.015,1420.959411,1423.0474765,1478.905,1482.7135055,1456.826355,736.7055159,1352.6700065,41.98666075,26.30275578,1.1111097025,0.6794602095,1470.2041015,632.6716656,1349.709504,48.661115435,22.58880312,1.287744928,0.787475919,550.90559435,1345.9886555,55.28778062,19.682986465,1.463297898,0.8948474405,64.5266580343333,20181001,3,3,0,0,297,296,NA,0.003367003,43,1,NA,13,633,25,2,0,680,7,646,979.5,979.5,4.22612221288889,1.15231926458837,3.14573251107618,76.5544293156028,80.4861196541177,72.7898479358696
"75","J081_B1","2600","EF03_B1","EM04_B1","2",234739.2,2968.8394486,1.0185238404,592.39752482,66.621404051,0.5257795759,0.7598755034,0.8747560556,6.4,593.24882426,244.57286366,88.333177135,78.490735088,497.51010977,503.01335646,1834.9998,206.36524966,8.892,0.9928924752,20180713,-32,-32,-32,-32,6.948669202,0.1373629,7.086032102,0.0537507,7.002419902,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.771118,3705.972366,1221.612986,6.70588972,133.321527,0.177187062,0.10835685,1257.358032,3237.948433,1237.282589,7.873343101,116.4844707,0.208034219,0.127221099,1,80,25,1600,0.621875,0.6,0.842105263,0.012345679,50,120000,34240,3.73125,14,20180710,77,1,20180607,20180605,20180615,2.25,43.08,2.2,2,20180710,20180642.3333333,-40.25,-40,-40.0833333333333,-40.1111111108333,19.8666666666667,19.85,19.8416666666667,19.8527777766667,11.75,7.125051127,0.136785779416667,7.2618369065,0.0535248701666667,7.17857599725,11.75,19.8240260075,19.3083333333333,178.816666666667,24.5973333333333,1732.86666666667,1740.48930566667,1722.50967033333,1655.51,1661.34709733333,1647.291789,3161.67347933333,1612.87120666667,14.18245589,113.43560864,0.375169123666667,0.229422980666667,1665.572225,2745.56374533333,1625.39363766667,16.5881647066667,98.5074693733333,0.438807478666667,0.268338717333333,2827.276748,1623.506054,15.6412754333333,101.341942083333,0.413731549,0.252966509,62.4215476514815,20181001,3,3,0,0,267,262,NA,0.018726592,39,1,NA,6,213,177,6,0,403,1,219,670.5,670.5,1.39995213317284,1.18006210771683,3.09878593236047,66.276211556013,70.2052104718779,62.5388059444192
"76","J082_B1","2600","EF03_B1","EM04_B1","2",287112.4,3631.224011,1.0177286843,654.0752619,73.557721762,0.5183531703,0.7701752367,0.8746037392,5.5,654.1235325,274.75005247,97.956769155,86.925227249,552.98524428,557.86535827,2029.519,228.24100313,8.892,0.9935297919,20180713,-72,-72,-73,-72.33333333,7.63878327,0.1379609,7.77674417,0.0539847,7.69276797,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.602051,763.0271446,1234.902473,33.38460185,27.4210449,0.881627948,0.53945415,1331.236938,658.0404605,1233.440665,38.61933543,23.64811939,1.019867949,0.624041013,1,80,25,1600,0.621875,0.6,0.842105263,0.012345679,50,120000,34240,3.73125,14,20180710,77,1,20180607,20180605,20180615,2.25,43.08,2.2,2,20180710,20180642.3333333,-40.25,-40,-40.0833333333333,-40.1111111108333,19.8666666666667,19.85,19.8416666666667,19.8527777766667,11.75,7.125051127,0.136785779416667,7.2618369065,0.0535248701666667,7.17857599725,11.75,19.8240260075,19.3083333333333,178.816666666667,24.5973333333333,1732.86666666667,1740.48930566667,1722.50967033333,1655.51,1661.34709733333,1647.291789,3161.67347933333,1612.87120666667,14.18245589,113.43560864,0.375169123666667,0.229422980666667,1665.572225,2745.56374533333,1625.39363766667,16.5881647066667,98.5074693733333,0.438807478666667,0.268338717333333,2827.276748,1623.506054,15.6412754333333,101.341942083333,0.413731549,0.252966509,62.4215476514815,20181002,1,1,0,0,625,626,NA,-0.0016,32,1,NA,2,171,4,1,0,178,0,173,804.5,804.5,3.71205803683951,1.17386005010329,3.10288210062464,73.6482419743033,77.4665580464773,69.934260186182
"77","J083_B1","400","CF02_B1","CM02_B1","2",203340.7,2571.7302083,1.0151730462,546.19993729,61.425993849,0.4721776266,0.7726943032,0.8802538901,8,543.1021081,230.92881576,82.416649733,73.139153351,468.57372643,474.61457857,1699.4,191.11560954,8.892,0.9936139312,20180713,-33,-33,-33,-33,6.965779468,0.1378229,7.103602368,0.0539307,7.019710168,20.1,20,20,20.03333333,19.97433333,19.1,222.35,25.173,1383.8,1385.326455,1563.463776,1533.31,1546.155502,8.309105263,228.7587025,1261.042688,116.0618545,8.221838181,3.07,1.88,1265.843506,3632.7,1247.6,7.2,130.6,0.188945567,0.115599014,1284.164551,3174.185311,1262.854236,8.388450123,114.0836947,0.221555358,0.135550049,41,59,25,412.5874126,2.411610169,2.4,0.526785714,0.41,143,30944,4373,14.46966102,12,20180710,8,2,20180607,20180605,20180615,3.53,120.32,2.5,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,60.7613464676,20181002,6,8,0,0,439,435,464,0.009111617,37,1,NA,7,291,126,15,0,444,5,298,888,888,0.221549127133334,1.1444752187762,3.1119260486933,62.1978760617621,66.152371820234,58.39432122452
"78","J084_B1","400","CF02_B1","CM02_B1","2",309781.2,3917.925285,1.0213745511,680.19963152,76.495685056,0.5380371608,0.7573868889,0.8711728998,5.5,684.74958475,280.47489109,101.165483287,89.881878885,565.69056184,576.0582238,2112.6526,237.59026092,8.892,0.9925764564,20180713,-71,-72,-71,-71.33333333,7.621673004,0.1379609,7.759633904,0.0539847,7.675657704,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316.55957,793.8039334,1235.0815,32.09954345,28.52707594,0.847691841,0.518689185,1328.060181,684.7701149,1233.956514,37.14289756,24.60870783,0.980877852,0.600183591,41,59,25,412.5874126,2.411610169,2.4,0.526785714,0.41,143,30944,4373,14.46966102,12,20180710,8,2,20180607,20180605,20180615,3.53,120.32,2.5,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,60.7613464676,20181004,0,0,0,0,166,169,203,-0.018072289,37,1,NA,7,664,58,2,0,734,3,671,901.5,901.5,5.24477952946667,1.19053660288054,3.10612064221139,75.4558787950564,79.4608577689184,71.9092624205114
"79","J085_B1","400","CF03_B1","CM05_B1","2",225643.1,2853.7974765,1.0179780935,575.55845623,64.727671642,0.4902160264,0.7750916086,0.8737965031,7.6,576.46068717,240.89264702,86.601536392,76.930748169,487.07803725,498.31867113,1799.4202,202.36394511,8.892,0.9934459659,20180713,-32,-32,-33,-32.33333333,6.954372624,0.1373629,7.091735524,0.0537507,7.008123324,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.498779,3662.06103,1223.095793,6.802783799,131.7418265,0.179747255,0.109922509,1258.929443,3199.02767,1238.570367,7.985730984,115.084305,0.211003799,0.129037114,5,139,25,926.6666667,1.073741007,1.1,0.920529801,0.034722222,150,69500,17051,6.442446043,7,20180710,76.3,1,20180607,20180605,20180615,2.7,50.84,2.13,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,68.5560016003846,20181004,2,2,0,0,136,137,128,-0.007352941,30,1,NA,3,124,41,1,0,171,2,127,309.5,309.5,-1.27610998612821,1.15710789889265,3.12804205184012,64.7947947969329,68.4493306006816,61.067691508929
"80","J086_B1","400","CF03_B1","CM05_B1","2",319568.6,4041.7104014,1.0197832991,683.48067688,76.864673514,0.51906577,0.7711918325,0.8665090945,5.5,690.20861357,286.14032348,102.601026105,91.112637074,576.98386954,589.92096029,2150.8632,241.8874494,8.892,0.9918229303,20180713,-72,-73,-73,-72.66666667,7.644486692,0.1379609,7.782447592,0.0539847,7.698471392,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320.622803,753.0238431,1234.822839,33.82372607,27.06155444,0.893224437,0.546549858,1332.305664,649.3542715,1233.248423,39.12373463,23.33596224,1.033188235,0.632191485,5,139,25,926.6666667,1.073741007,1.1,0.920529801,0.034722222,150,69500,17051,6.442446043,7,20180710,76.3,1,20180607,20180605,20180615,2.7,50.84,2.13,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,68.5560016003846,20181004,1,1,0,0,64,65,NA,-0.015625,30,1,NA,2,304,9,0,0,316,1,306,381.5,381.5,2.76955730453846,1.1706248076962,3.14653847636751,76.2120789517803,79.9635827502883,72.3302222132084
"81","J087_B1","400","CF02_B1","CM04_B1","2",225612.4,2853.4092017,1.0160070229,575.21669815,64.689237307,0.4905913352,0.7737147604,0.8764490745,7,575.34689991,243.63307856,86.86386761,77.111713586,493.62437947,499.22634389,1797.8092,202.18277102,8.892,0.9939640151,20180713,-33,-33,-33,-33,6.965779468,0.1373629,7.103142368,0.0537507,7.019530168,NA,NA,NA,NA,19.90766667,19.08,NA,NA,NA,1361.640356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.910034,3575.619006,1226.007849,7.000459803,128.632094,0.18497037,0.113116649,1262.033569,3122.451371,1241.095937,8.214976515,112.3294897,0.217061063,0.132741368,40,96,25,960,1.036458333,1,0.648648649,0.294117647,100,72000,18240,6.21875,12,20180710,76.3,2,20180607,20180605,20180615,3.53,120.32,2.5,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,60.7613464676,20181004,0,0,0,0,213,204,225,0.042253521,40,1,NA,0,100,79,1,0,182,2,100,390.5,390.5,1.30929694646667,1.15249762415868,3.12671360897922,64.6146575850944,68.3667673822358,60.8168596826768
"82","J088_B1","400","CF02_B1","CM04_B1","2",298213.4,3771.6227457,1.0189777869,663.82940887,74.654679359,0.5204914501,0.7766486985,0.8745532884,5.5,667.04245443,276.54587652,99.498842057,88.355305098,556.80253893,569.21276467,2068.7042,232.64779577,8.892,0.9932430186,20180713,-72,-72,-72,-72,7.633079848,0.1379609,7.771040748,0.0539847,7.687064548,NA,NA,NA,NA,19.99433333,19.1,NA,NA,NA,1295.708086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.584717,773.1574119,1234.972124,32.95089797,27.78509815,0.8701746,0.532446028,1330.173096,666.8383937,1233.622763,38.12106462,23.96429231,1.006709504,0.615989569,40,96,25,960,1.036458333,1,0.648648649,0.294117647,100,72000,18240,6.21875,12,20180710,76.3,2,20180607,20180605,20180615,3.53,120.32,2.5,2,20180710,20180642.3333333,-72.3333333333333,-72.3333333333333,-72.4166666666667,-72.3611111108333,19.7416666666667,19.7333333333333,19.725,19.7333333333333,11.75,7.67778692166667,0.13596151175,7.8137484335,0.0532023306666667,7.73098925241667,11.75,19.704566925,19.4333333333333,142.45,25.07,1333.07,1337.594503,1341.115419,1400.69,1413.328932,1364.039551,774.5823844,1274.493303,35.68055215,27.42061376,0.946827298,0.578834306,1376.610962,663.4477338,1272.575898,41.53218109,23.48639011,1.102107463,0.67376343,441.5657631,1260.71861,61.24420492,15.63165453,1.625190239,0.993545354,60.7613464676,20181004,0,0,0,0,143,142,NA,0.006993007,30,1,NA,3,169,4,0,0,176,0,172,318.5,318.5,4.6311109638,1.17226546752326,3.11579441045496,74.4416970808335,78.3714064624113,70.5317145465316
