MorphID,JarID,ImageID,CilExtruded,MorphNotes,Flag,JarTrt,CrossID,F1LarvaeCount,F1TotalLarvaeWtg,F1WtPerLarvae,AreaPix2,Compactness,Eccentricity,Extent,FormFactor,MajorAxisLengthPix,MaxFeretDiamPix,MaxRadiusPix,MeanRadiusPix,MedianRadiusPix,MinFeretDiamPix,MinorAxisLengthPix,PerimeterPix,Solidity,Pix_per_um,MaxFeretDiamum,SurfaceAreaum2,Perimeterum
J004_B1_5,J004_B1,5,F,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,295034,1.025524444,0.584209112,0.760099136,0.875355445,679.9459563,670.9463466,270.9557159,98.81978153,87.96590248,543.7344398,551.846297,2058.016,0.993755221,8.892,75.45505472,3731.411617,231.445794
J004_B1_7,J004_B1,7,F,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,325394,1.02144554,0.553297128,0.822574448,0.88456625,705.2118555,693.3491184,284.9034924,104.1491743,92.61749295,569,587.4301683,2150.03,0.996461486,8.892,77.97448475,4115.386538,241.7937472
J004_B1_9,J004_B1,9,T,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,277491,1.015139187,0.508175145,0.754738689,0.870551458,640.2434835,634.4170553,266.5801943,96.25221039,85.42247948,538.0656978,551.4121011,2001.392,0.992017131,8.892,71.34694729,3509.538362,225.0778228
J004_B1_10,J004_B1,10,F,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,275478,1.029429129,0.585008038,0.723631951,0.866640408,658.4632536,646.6598797,256.2888995,94.67222746,84.3860178,518.913202,534.0318023,1998.614,0.991525469,8.892,72.72378314,3484.079155,224.7654071
J004_B1_11,J004_B1,11,F,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,311403,1.013812421,0.469084469,0.748536114,0.876984367,670.4759078,665.5982272,286.8187581,102.2128697,90.62008607,576.8541981,592.1330142,2112.372,0.994367223,8.892,74.8536018,3938.436831,237.5587045
J004_B1_12,J004_B1,12,F,,F,Control,EF02_EM04_B1_QG,303,-0.0001,-3.30033E-07,311504,1.019381058,0.512061256,0.780125219,0.867769824,680.5324791,668.761542,282.8886707,101.3221754,89.9888882,569.9225332,584.5426469,2123.902,0.991983033,8.892,75.2093502,3939.714217,238.8553756
J005_B1_1,J005_B1,1,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,216440,1.014564401,0.514209453,0.804741296,0.882080577,566.2994263,567.8071856,232.9570776,84.81818109,75.32595834,477.5661683,485.6949948,1755.98,0.991032448,8.892,63.85595879,2737.402233,197.4786325
J005_B1_2,J005_B1,2,F,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,178321,1.00775332,0.390169251,0.758409357,0.87009404,496.505424,494.9717164,220.771375,77.70005008,68.62215386,443.1251793,457.1539701,1604.808,0.993094269,8.892,55.6648354,2255.296173,180.4777328
J005_B1_3,J005_B1,3,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,215820,1.01501168,0.499828487,0.742936219,0.883897543,563.25121,556.9425464,233.893138,85.03126939,75.58438992,472.8422279,487.8456187,1751.66,0.992567928,8.892,62.63411453,2729.560848,196.9928025
J005_B1_5,J005_B1,5,F,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,175787,1.006454278,0.346431636,0.823960364,0.882803049,488.408542,502.9562605,219.665655,77.13256851,68.24954212,445.6839969,458.1639513,1581.854,0.993186171,8.892,56.56278233,2223.247673,177.8963113
J005_B1_9,J005_B1,9,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,234485,1.006945428,0.405673797,0.754883718,0.885203062,571.0183278,573.7813172,253.6020505,89.44042142,79.15806971,507.8269015,521.9209881,1824.488,0.995398376,8.892,64.52781345,2965.624481,205.1830859
J005_B1_10,J005_B1,10,T,potentially underdeveloped?,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,218814,1.00895926,0.393465188,0.794243194,0.886000322,550.7002725,550.9891106,246,86.07955691,76.21679605,497.9533008,506.2805221,1761.674,0.993200552,8.892,61.96458734,2767.427149,198.1189834
J005_B1_11,J005_B1,11,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,283417,1.017405804,0.525391981,0.746952674,0.871481541,651.0990288,651.0675848,269.6831474,97.06867103,86.14522622,549.5653512,553.9943211,2021.57,0.991540574,8.892,73.21947647,3584.486826,227.3470535
J005_B1_12,J005_B1,12,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,242515,1.016001793,0.498590697,0.745479752,0.873645335,597.1446886,595.6173268,252.944658,90.1489603,80.00624976,505.8133725,517.6274315,1867.698,0.994488618,8.892,66.98350504,3067.183065,210.0425101
J005_B1_13,J005_B1,13,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,195916,1.019239944,0.529029721,0.73386399,0.883276177,542.4473013,537.2941466,220.290717,80.65423124,71.74258325,442.2684196,460.3225678,1669.52,0.994129079,8.892,60.42444294,2477.827093,187.7552857
J005_B1_14,J005_B1,14,T,,F,Exposed,CF01_CM01_B1_QG,37,0.0002,5.40541E-06,232091,1.017701555,0.518442247,0.788352582,0.867312478,588.0600595,584.0034246,239.2822601,87.67701817,78.00640999,491.9624983,502.8575932,1833.776,0.990183112,8.892,65.67739818,2935.346617,206.2276203
J006_B1_1,J006_B1,1,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,310578,1.020559838,0.526827307,0.780815615,0.863873519,682.9340151,685.7412048,283.3407842,100.9362269,89.69392399,570.6104006,580.4750266,2125.52,0.991750263,8.892,77.11889393,3928.002729,239.0373369
J006_B1_2,J006_B1,2,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,315783,1.015196823,0.508809909,0.795202841,0.882524909,683.1303814,684.2726065,287.7846417,103.1440867,91.44397192,583.0607011,588.0925299,2120.488,0.994709611,8.892,76.95373442,3993.832422,238.471435
J006_B1_4,J006_B1,4,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,338014,1.015547759,0.491567635,0.743038153,0.878427541,703.4104872,701.8041037,296.9848481,106.3105461,94.33981132,596.1277596,612.5575663,2198.97,0.994454235,8.892,78.9253378,4274.996666,247.2975709
J006_B1_5,J006_B1,5,T,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,264724,1.020885443,0.534752144,0.794356291,0.8755672,632.1612748,631.2408415,264.1893261,93.6376063,83.09632964,529.5948587,534.181942,1949.202,0.992105475,8.892,70.98974826,3348.069067,219.208502
J006_B1_6,J006_B1,6,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,318003,1.01624237,0.488132976,0.746336998,0.87046879,681.855487,676.3024471,289.6083562,102.8425807,91.23595782,581.3258056,595.1025152,2142.614,0.993524965,8.892,76.05740521,4021.909639,240.9597391
J006_B1_7,J006_B1,7,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,316534,1.019217206,0.538157368,0.744899808,0.884110002,691.4227516,683.4654344,282.9363886,102.9097923,91.40021882,568.4669718,582.7617795,2121.104,0.994443964,8.892,76.86295933,4003.330616,238.5407108
J006_B1_8,J006_B1,8,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,308597,1.01500887,0.492807639,0.754877643,0.87544777,672.1648571,672.5689556,286.6775192,101.5935598,90,580.4582906,584.8763744,2104.678,0.991594181,8.892,75.63753437,3902.948239,236.6934323
J006_B1_12,J006_B1,12,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,302545,1.014034363,0.492540779,0.820027375,0.886836381,665.1729032,661.1883242,282.0283674,100.9998602,89.55445271,564,578.8929044,2070.514,0.994515365,8.892,74.35766129,3826.406203,232.851327
J006_B1_13,J006_B1,13,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,317232,1.017401392,0.50766752,0.750860965,0.877202058,685.2101223,680.7385695,285.2174609,102.7067524,91.21403401,576.1540786,590.344883,2131.786,0.993369334,8.892,76.55629437,4012.158498,239.7420153
J006_B1_14,J006_B1,14,F,,F,Control,CF01_CM01_B1_QG,231,0.0003,1.2987E-06,325583,1.016934212,0.493225613,0.736439842,0.864573899,691.1486645,682.8250142,287.9756934,103.4165918,91.76055798,587.5244286,601.2312103,2175.378,0.987830482,8.892,76.79093727,4117.776895,244.6443995
J007_B1_1,J007_B1,1,F,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,236386,1.018810662,0.526992733,0.79432381,0.876748495,595.3375969,594.2162906,245.2468145,88.18955175,78.40918314,499.6770891,505.9594381,1840.68,0.991252642,8.892,66.82594361,2989.667179,207.0040486
J007_B1_4,J007_B1,4,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,207515,1.027344708,0.582327196,0.804777122,0.881480207,570.3923226,568.9868188,227.0550594,82.54259731,73.54590403,456.1977079,463.7030115,1719.98,0.993650672,8.892,63.9886211,2624.52423,193.4300495
J007_B1_5,J007_B1,5,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,222083,1.016124826,0.514069518,0.808109367,0.883882055,574.049945,576.8413993,243.0185178,86.51318222,76.69419796,487.5413005,492.3904932,1776.91,0.994345097,8.892,64.87195224,2808.771485,199.8324336
J007_B1_6,J007_B1,6,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,234728,1.01459683,0.512981964,0.769030161,0.881092759,589.5300611,593.1247761,252.7449307,89.06835547,79,509.4319293,506.0522421,1829.686,0.993465159,8.892,66.70319119,2968.697798,205.7676563
J007_B1_8,J007_B1,8,T,potentially abnormal?,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,188536,1.00753006,0.428977538,0.767257973,0.885283057,514.9176459,514.8844531,227.0792813,80.28208762,71,459.510856,465.132914,1635.916,0.993316808,8.892,57.90423449,2384.489315,183.9761583
J007_B1_12,J007_B1,12,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,224466,1.008678952,0.422072246,0.811717993,0.883672189,561.247932,577.8659014,249.6497547,87.32520466,77.1621669,503.6134569,508.8061588,1786.63,0.994644942,8.892,64.9871684,2838.910228,200.9255511
J007_B1_13,J007_B1,13,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,185468,1.018207708,0.524481481,0.793602163,0.873540641,526.7873563,524.6265338,219.0182641,78.2271849,69.33974329,440.9456414,448.5182686,1633.42,0.9894793,8.892,58.99983511,2345.687107,183.6954566
J007_B1_15,J007_B1,15,F,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,221947,1.022892352,0.570272916,0.798643421,0.874965645,586.1639427,583.7679333,236.7826007,85.95600843,76.40026178,475.6123607,481.5074745,1785.394,0.992875979,8.892,65.65091468,2807.051439,200.7865497
J007_B1_17,J007_B1,17,T,potentially abnormal?,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,167770,1.015775767,0.45052382,0.761998628,0.862105945,490.2868257,500.596644,209.4612136,74.16697296,65.94694838,431.2230466,437.7106276,1563.802,0.990453813,8.892,56.29741835,2121.853505,175.8661718
J007_B1_18,J007_B1,18,T,,F,Exposed,EF03_EM05_B1_QG,320,0.0001,3.125E-07,230811,1.016995499,0.510024332,0.795266529,0.881482769,584.7727408,582.5332609,248.1289987,87.90916951,78.00640999,498.6245849,502.9981055,1813.954,0.993680014,8.892,65.51206263,2919.157951,203.9984256
J008_B1_2,J008_B1,2,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,292278,1.011439616,0.480420141,0.788495675,0.879941808,650.7740676,658.201337,283.2825445,99.55703791,88.1192374,571.8463497,570.7538965,2043.036,0.993494045,8.892,74.0217428,3696.555396,229.7611336
J008_B1_3,J008_B1,3,T,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,266061,1.013205994,0.456820837,0.747183959,0.879036578,617.5995513,624.5998719,268.6726633,94.16862913,83.43860018,540.0422918,549.3910686,1950.258,0.99268714,8.892,70.24290057,3364.978634,219.3272605
J008_B1_4,J008_B1,4,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,300907,1.023108561,0.546428237,0.802675523,0.866178278,677.2055189,675.3739705,274.7544358,99.26087497,88.23264702,552.6561049,567.1636375,2089.38,0.991417143,8.892,75.95298814,3805.68977,234.9730094
J008_B1_5,J008_B1,5,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,285766,1.016516878,0.528126098,0.753717604,0.874434338,654.0522309,650.2707129,271.5529414,98.14024043,87.03447517,544.1009589,555.3988895,2026.5,0.994920359,8.892,73.12985975,3614.195558,227.9014845
J008_B1_7,J008_B1,7,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,308468,1.01135075,0.442804032,0.766418207,0.878278744,662.0568091,655.1167835,287.1532692,101.8817796,90.24411338,577.1393163,593.6123295,2100.844,0.993926271,8.892,73.67485195,3901.316725,236.2622582
J008_B1_8,J008_B1,8,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,302210,1.014280219,0.502569016,0.745143291,0.880949548,666.7809557,663.0422309,281.7889281,101.0963442,89.58794562,565.4638121,576.4568686,2076.27,0.99521509,8.892,74.56615282,3822.169326,233.4986505
J008_B1_9,J008_B1,9,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,242867,1.011647242,0.475070478,0.812440832,0.893979741,592.4354667,588.1742939,254,90.76837812,80.39900497,510,521.3122554,1847.674,0.995032356,8.892,66.1464568,3071.634948,207.7905983
J008_B1_11,J008_B1,11,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,335384,1.01698289,0.515975345,0.754995273,0.879082786,706.1189321,698.5592316,297.0016835,105.8040146,93.86160024,596.1297316,604.8639021,2189.582,0.993525778,8.892,78.56041741,4241.734017,246.2417904
J008_B1_12,J008_B1,12,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,253317,1.011204091,0.392651782,0.770288269,0.867943165,593.0778191,591.7060081,262.1221089,91.98540194,81.39410298,531.1850405,545.4460892,1915.1,0.992638977,8.892,66.54363564,3203.800229,215.3733693
J008_B1_14,J008_B1,14,F,,F,Control,EF03_EM05_B1_QG,44,0.0006,1.36364E-05,269598,1.019276456,0.531304217,0.75995332,0.861996288,636.7681223,632.7029319,258.6522762,94.530366,83.93449827,520.951581,539.457923,1982.488,0.993117014,8.892,71.15417588,3409.712471,222.9518668
J009_B1_2,J009_B1,2,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,209650,1.011481691,0.450004573,0.743566281,0.889167375,546.8332597,548.5918337,236.0381325,83.93354857,74.27651042,475.8922372,488.3364555,1721.316,0.993119456,8.892,61.69498805,2651.526419,193.5802969
J009_B1_5,J009_B1,5,F,,F,Exposed,EF04_EM04_B1_QG,2,0,0,255807,1.009261987,0.453743638,0.765925913,0.877163417,603.9316664,610.2065224,260,93.02154881,82.29823813,529.0754385,538.1829929,1914.348,0.990987222,8.892,68.62421529,3235.292243,215.2887989
J009_B1_7,J009_B1,7,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,213109,1.012619295,0.403154192,0.767725201,0.875083105,545.6021091,545.0917354,240.8318916,84.41232971,74.88658091,490.4963437,499.2979852,1749.368,0.992300797,8.892,61.30136475,2695.273759,196.7350427
J009_B1_8,J009_B1,8,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,277142,1.020925354,0.558748637,0.800814852,0.881917945,651.8373648,654.2759357,265.6689669,96.20303705,85.44003745,536.0346276,540.5928842,1987.202,0.994834536,8.892,73.58028966,3505.124421,223.4820063
J009_B1_9,J009_B1,9,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,202450,1.004116446,0.129739406,0.78610369,0.871740374,509.7244487,524.7818594,236.0529602,82.51830133,73,498.7931234,505.416322,1708.324,0.988469886,8.892,59.01730313,2560.465173,192.1192083
J009_B1_12,J009_B1,12,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,241307,1.020278242,0.542673929,0.750785611,0.876140304,604.8871037,605.9389408,248.2035455,89.47502686,79.51100553,504.6206385,508.0709634,1860.386,0.992236682,8.892,68.14428034,3051.905011,209.2201979
J009_B1_15,J009_B1,15,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,255486,1.015514545,0.521326205,0.81793734,0.889100629,616.8533622,619.16476,257.8565493,92.92942869,82.29823813,516.8607724,526.3964303,1900.26,0.994739854,8.892,69.63166442,3231.232429,213.7044534
J009_B1_19,J009_B1,19,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,219274,1.005326884,0.298994742,0.820805181,0.885274053,540.7830763,553.43744,249.6898076,86.21850162,76.23647421,504,516.0448239,1764.248,0.99287967,8.892,62.23992803,2773.244951,198.408457
J009_B1_21,J009_B1,21,F,,F,Exposed,EF04_EM04_B1_QG,2,0,0,275453,1.021019702,0.542624908,0.769598064,0.87322682,646.486346,638.5875038,264.796148,95.64265144,85,533.7443218,543.0324488,1990.972,0.994086791,8.892,71.81595859,3483.76297,223.9059829
J009_B1_22,J009_B1,22,T,,F,Exposed,EF04_EM04_B1_QG,2,0,0,317780,1.01765307,0.536005573,0.76043935,0.882827332,691.7830888,689.859406,286.811785,103.5063429,91.83136719,577.8032344,584.0132752,2126.818,0.994627484,8.892,77.58202946,4019.08927,239.1833108
J010_B1_1,J010_B1,1,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,286956,1.01592993,0.535299151,0.774123582,0.887691691,656.6800306,656.7016065,273.1483114,98.42554825,87.20665112,551.5337019,554.6730273,2015.494,0.993590876,8.892,73.85308215,3629.245958,226.6637427
J010_B1_2,J010_B1,2,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,305997,1.02106689,0.544700578,0.825118915,0.880282347,681.8490309,683.8720641,277.0451227,100.6554116,89.35882721,554.883641,571.8194605,2090.03,0.994284433,8.892,76.90868917,3870.065012,235.0461089
J010_B1_5,J010_B1,5,T,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,285832,1.008856903,0.39452662,0.769432869,0.873515216,629.5059543,629.4410219,283.0017668,98.29913844,86.95401083,569.3220785,578.4432716,2027.8,0.992034762,8.892,70.78733939,3615.030286,228.0476833
J010_B1_6,J010_B1,6,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,300814,1.017139958,0.530283761,0.763303264,0.880159903,671.7007259,674.3411599,282.8374091,100.5981848,89.26925563,571.096,569.4814601,2072.398,0.994722397,8.892,75.8368376,3804.513562,233.0632029
J010_B1_7,J010_B1,7,T,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,243715,1.012364261,0.479252904,0.796605239,0.877303005,594.3477866,599.9174943,258.1821063,90.73746182,80.22468448,523.156686,521.6452935,1868.406,0.99279585,8.892,67.46710462,3082.359939,210.1221323
J010_B1_9,J010_B1,9,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,288997,1.020958821,0.5327104,0.742693771,0.875384293,660.107327,658.8474786,270.675082,97.47738186,86.68333173,553.2376577,558.6472474,2036.818,0.991340261,8.892,74.0944083,3655.059292,229.0618534
J010_B1_10,J010_B1,10,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,297063,1.01517154,0.481534454,0.736980905,0.878122784,657.486939,657.1795797,276.8176295,99.40992223,88.23264702,561.5099525,576.2394118,2061.824,0.991441039,8.892,73.90683532,3757.073182,231.8740441
J010_B1_13,J010_B1,13,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,330245,1.014517265,0.510408452,0.797816571,0.880909588,698.68888,707.2206162,296.6226559,105.6711932,93.60555539,597.5422925,600.8249938,2170.488,0.994564072,8.892,79.53448225,4176.739052,244.0944669
J010_B1_16,J010_B1,16,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,320609,1.016473759,0.507976425,0.813699513,0.877308991,688.5949718,691.0463081,288.9169431,103.354438,91.67878708,580.7059586,593.1357202,2142.972,0.993203285,8.892,77.71550923,4054.868751,241
J010_B1_20,J010_B1,20,F,,F,Control,EF04_EM04_B1_QG,801,0.0001,1.24844E-07,301064,1.011062183,0.415576916,0.759091402,0.872568665,649.7753573,655.7880755,286.0157338,100.3640413,88.95504483,579.1416062,591.0084,2082.258,0.991712234,8.892,73.75034587,3807.675411,234.1720648
J011_B1_1,J011_B1,1,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,291289,1.014494645,0.47298276,0.74995237,0.862769542,649.3525754,642.0669747,276.2191159,98.51849338,87.32124598,560.8930636,572.1261657,2059.774,0.990479073,8.892,72.20726211,3684.047122,231.6434998
J011_B1_2,J011_B1,2,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,304765,1.015161082,0.486410983,0.801625003,0.871429891,666.8417437,664.6389998,282.7030244,100.7138524,89.10667764,569.8384298,582.6397295,2096.386,0.991250752,8.892,74.74572647,3854.483421,235.7609087
J011_B1_3,J011_B1,3,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,310569,1.020527876,0.537976931,0.770977472,0.865611781,685.2791527,683.4881126,282.2144575,101.3727547,90,568.0471367,577.662614,2123.354,0.992569369,8.892,76.86550974,3927.888903,238.7937472
J011_B1_4,J011_B1,4,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,325260,1.013442925,0.499382912,0.758415177,0.878250953,690.8218742,683.5334666,293.3734821,105.0936669,93.05912099,586.9608206,598.5152132,2157.302,0.995817847,8.892,76.87061028,4113.691787,242.611561
J011_B1_5,J011_B1,5,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,296918,1.024610575,0.54202035,0.765568276,0.855144224,672.2489033,669.126296,272.919402,98.32091815,87.36704184,552.9180314,564.9346923,2088.832,0.988295286,8.892,75.25037067,3755.23931,234.911381
J011_B1_6,J011_B1,6,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,316858,1.018556516,0.511256956,0.763754342,0.863254062,685.9150368,679.6969913,287.8628145,102.3086313,90.7469001,579.5611615,589.4945235,2147.672,0.990065227,8.892,76.43915782,4007.428372,241.528565
J011_B1_7,J011_B1,7,F,,F,Control,CF01_CM03_B1_QG,553,0.0007,1.20555E-06,280154,1.020010731,0.535171289,0.750620261,0.868845273,650.1272887,653.3008495,270.1851217,96.69550238,85.88364221,542.1581582,549.1908439,2012.946,0.994845626,8.892,73.47063085,3543.218376,226.377193
