pHLogSN,Site,LogIntMin,DateTimeGMT,TempF,mV,pH,CalibpH,Buffer,CuOn
20430933,BARN,0.016,2019-09-03 12:35:03,71.04,-210.02,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:04,71.04,-210.02,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:05,71.04,-210.04,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:06,71.04,-210.05,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:07,71.04,-210.07,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:08,71.04,-210.08,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:09,71.04,-210.08,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:10,71.04,-210.10,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:11,71.04,-210.10,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:12,71.04,-210.13,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:13,71.04,-210.15,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:14,71.04,-210.16,10.49,,,N
20430933,BARN,0.016,2019-09-03 12:35:15,71.04,-210.23,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:16,71.04,-210.18,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:17,71.04,-210.19,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:18,71.04,-210.21,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:19,71.04,-210.23,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:20,71.04,-210.24,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:21,71.04,-210.24,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:22,71.04,-210.26,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:23,71.04,-210.27,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:24,71.04,-210.29,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:25,71.04,-210.29,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:26,71.04,-210.30,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:27,71.04,-210.32,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:28,71.04,-210.33,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:29,71.04,-210.35,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:30,71.04,-210.35,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:31,71.04,-210.37,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:32,71.04,-210.38,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:33,71.04,-210.38,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:34,71.04,-210.41,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:35,71.04,-210.41,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:36,71.04,-210.43,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:37,71.04,-210.44,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:38,71.04,-210.44,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:39,71.04,-210.48,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:40,71.04,-210.48,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:41,71.04,-210.49,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:42,71.04,-210.49,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:43,71.04,-210.51,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:44,71.04,-210.52,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:45,71.04,-210.52,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:46,71.04,-210.54,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:47,71.04,-210.55,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:48,71.04,-210.57,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:49,71.04,-210.58,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:50,71.04,-210.60,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:51,71.04,-210.60,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:52,71.04,-210.62,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:53,71.04,-210.63,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:54,71.04,-210.63,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:55,71.04,-210.65,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:56,71.04,-210.66,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:57,71.04,-210.68,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:58,71.04,-210.68,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:35:59,71.04,-210.69,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:36:00,71.04,-210.71,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:36:01,71.04,-210.71,10.50,,,N
20430933,BARN,0.016,2019-09-03 12:36:02,71.04,-210.73,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:03,71.04,-210.74,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:04,70.99,-210.74,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:05,71.04,-210.76,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:06,71.04,-210.77,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:07,70.99,-210.77,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:08,71.04,-210.79,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:09,71.04,-210.80,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:10,71.04,-210.82,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:11,71.04,-210.82,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:12,71.04,-210.83,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:13,70.99,-210.85,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:14,70.99,-210.85,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:15,70.99,-210.87,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:16,70.99,-210.88,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:17,70.99,-210.88,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:18,70.99,-210.90,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:19,70.99,-210.91,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:20,70.99,-210.93,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:21,70.99,-210.93,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:22,70.99,-210.94,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:23,70.99,-210.94,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:24,70.99,-210.96,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:25,70.99,-210.98,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:26,70.99,-210.98,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:27,70.99,-210.99,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:28,70.99,-211.01,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:29,70.99,-211.02,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:30,70.99,-211.02,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:31,70.99,-211.02,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:32,70.99,-211.04,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:33,70.99,-211.05,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:34,70.99,-211.05,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:35,70.99,-211.07,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:36,70.99,-211.08,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:37,70.99,-211.08,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:38,70.99,-211.10,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:39,70.99,-211.12,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:40,70.99,-211.12,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:41,70.99,-211.13,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:42,70.99,-211.15,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:43,70.99,-211.15,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:44,70.99,-211.15,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:45,70.99,-211.16,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:46,70.99,-211.18,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:47,70.99,-211.18,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:48,70.99,-211.19,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:49,70.99,-211.19,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:50,70.99,-211.21,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:51,70.99,-211.23,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:52,70.99,-211.23,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:53,70.99,-211.24,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:54,70.99,-211.24,10.51,,,N
20430933,BARN,0.016,2019-09-03 12:36:55,70.99,-211.26,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:36:56,70.99,-211.26,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:36:57,70.99,-211.27,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:36:58,70.99,-211.29,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:36:59,70.99,-211.29,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:00,70.99,-211.30,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:01,70.99,-211.32,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:02,70.99,-211.32,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:03,70.99,-211.32,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:04,70.99,-211.33,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:05,70.99,-211.35,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:06,70.99,-211.35,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:07,70.99,-211.37,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:08,70.99,-211.37,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:09,70.99,-211.38,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:10,70.99,-211.40,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:11,70.99,-211.40,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:12,70.99,-211.41,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:13,70.99,-211.43,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:14,70.99,-211.43,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:15,70.99,-211.44,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:16,70.99,-211.44,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:17,70.99,-211.44,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:18,70.99,-211.46,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:19,70.99,-211.48,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:20,70.99,-211.49,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:21,70.99,-211.49,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:22,70.99,-211.49,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:23,70.99,-211.51,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:24,70.99,-211.52,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:25,70.99,-211.52,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:26,70.99,-211.54,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:27,70.99,-211.54,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:28,70.99,-211.55,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:29,70.99,-211.55,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:30,70.99,-211.57,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:31,70.99,-211.58,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:32,70.99,-211.58,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:33,70.99,-211.60,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:34,70.99,-211.60,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:35,70.99,-211.60,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:36,70.99,-211.62,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:37,70.99,-211.63,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:38,70.99,-211.63,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:39,70.99,-211.63,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:40,70.99,-211.65,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:41,70.99,-211.66,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:42,70.99,-211.66,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:43,70.99,-211.66,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:44,70.99,-211.68,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:45,70.99,-211.68,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:46,70.99,-211.69,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:47,70.99,-211.69,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:48,70.99,-211.71,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:49,70.99,-211.73,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:50,70.99,-211.73,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:51,70.99,-211.74,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:52,70.99,-211.74,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:53,70.99,-211.74,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:54,70.99,-211.76,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:55,70.99,-211.76,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:56,70.99,-211.77,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:57,70.99,-211.77,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:58,70.99,-211.79,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:37:59,70.99,-211.79,10.52,,,N
20430933,BARN,0.016,2019-09-03 12:38:00,70.99,-211.80,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:01,70.99,-211.80,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:02,70.99,-211.82,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:03,70.99,-211.82,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:04,70.99,-211.83,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:05,70.99,-211.85,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:06,70.99,-211.85,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:07,70.99,-211.85,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:08,70.99,-211.87,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:09,70.99,-211.87,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:10,70.99,-211.88,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:11,70.99,-211.88,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:12,70.99,-211.90,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:13,70.99,-211.91,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:14,70.99,-211.91,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:15,70.99,-211.91,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:16,70.99,-211.93,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:17,70.99,-211.93,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:18,70.99,-211.94,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:19,70.99,-211.94,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:20,70.99,-211.94,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:21,70.99,-211.96,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:22,70.99,-211.96,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:23,70.99,-211.98,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:24,70.99,-211.99,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:25,70.99,-211.99,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:26,70.99,-212.01,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:27,70.99,-212.01,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:28,70.99,-212.02,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:29,70.99,-212.02,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:30,70.99,-212.02,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:31,70.99,-212.04,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:32,70.99,-212.05,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:33,70.99,-212.05,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:34,70.99,-212.05,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:35,70.99,-212.05,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:36,70.99,-212.07,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:37,70.99,-212.08,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:38,70.99,-212.08,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:39,70.99,-212.10,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:40,70.99,-212.10,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:41,70.99,-212.10,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:42,70.99,-212.12,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:43,70.99,-212.12,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:44,70.99,-212.12,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:45,70.99,-212.13,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:46,70.99,-212.13,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:47,70.99,-212.15,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:48,70.99,-212.15,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:49,70.99,-212.15,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:50,70.99,-212.16,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:51,70.99,-212.18,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:52,70.99,-212.18,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:53,70.99,-212.18,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:54,70.99,-212.19,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:55,70.99,-212.19,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:56,70.99,-212.21,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:57,70.99,-212.23,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:58,70.99,-212.23,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:38:59,70.99,-212.23,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:00,70.99,-212.24,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:01,70.99,-212.24,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:02,70.99,-212.24,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:03,70.99,-212.26,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:04,70.99,-212.26,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:05,70.99,-212.26,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:06,70.99,-212.27,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:07,70.99,-212.27,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:08,70.99,-212.29,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:09,70.99,-212.29,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:10,70.99,-212.29,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:11,70.99,-212.30,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:12,70.99,-212.32,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:13,70.99,-212.32,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:14,70.99,-212.32,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:15,70.99,-212.33,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:16,70.99,-212.33,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:17,70.99,-212.33,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:18,70.99,-212.33,10.53,,,N
20430933,BARN,0.016,2019-09-03 12:39:19,70.99,-212.35,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:20,70.99,-212.37,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:21,70.99,-212.37,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:22,70.99,-212.38,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:23,70.99,-212.38,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:24,70.99,-212.38,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:25,70.99,-212.38,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:26,70.99,-212.40,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:27,70.99,-212.40,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:28,70.99,-212.41,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:29,70.99,-212.41,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:30,70.99,-212.41,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:31,70.99,-212.43,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:32,70.99,-212.43,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:33,70.99,-212.43,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:34,70.99,-212.43,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:35,70.99,-212.44,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:36,70.99,-212.46,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:37,70.99,-212.46,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:38,70.99,-212.46,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:39,70.95,-212.48,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:40,70.95,-212.48,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:41,70.95,-212.49,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:42,70.95,-212.49,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:43,70.95,-212.49,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:44,70.95,-212.51,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:45,70.95,-212.51,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:46,70.95,-212.51,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:47,70.95,-212.52,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:48,70.95,-212.52,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:49,70.95,-212.52,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:50,70.95,-212.54,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:51,70.95,-212.54,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:52,70.95,-212.55,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:53,70.95,-212.55,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:54,70.95,-212.57,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:55,70.95,-212.57,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:56,70.95,-212.57,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:57,70.95,-212.57,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:58,70.95,-212.58,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:39:59,70.95,-212.58,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:00,70.95,-212.60,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:01,70.95,-212.60,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:02,70.95,-212.68,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:03,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:04,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:05,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:06,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:07,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:08,70.95,-212.65,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:09,70.95,-212.66,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:10,70.95,-212.66,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:11,70.95,-212.66,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:12,70.95,-212.68,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:13,70.95,-212.68,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:14,70.95,-212.68,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:15,70.95,-212.69,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:16,70.95,-212.68,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:17,70.95,-212.69,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:18,70.95,-212.69,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:19,70.95,-212.69,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:20,70.95,-212.71,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:21,70.95,-212.71,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:22,70.95,-212.71,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:23,70.95,-212.73,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:24,70.95,-212.73,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:25,70.95,-212.73,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:26,70.95,-212.74,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:27,70.95,-212.74,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:28,70.95,-212.74,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:29,70.95,-212.76,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:30,70.95,-212.76,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:31,70.95,-212.76,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:32,70.95,-212.77,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:33,70.95,-212.77,10.54,,,N
20430933,BARN,0.016,2019-09-03 12:40:34,70.95,-212.79,10.54,,,N
