"","JarID","FemaleID","CrossID","LarvaeAreaPix2","LarvaeAreaum2","LarvaeCompactness","LarvaeDiamPix","LarvaeDiamum","LarvaeEccentricity","LarvaeExtent","LarvaeFormFactor","LarvaeImageID","LarvaeMajorAxisLengthPix","LarvaeMaxRadiusPix","LarvaeMeanRadiusPix","LarvaeMedianRadiusPix","LarvaeMinDiamPix","LarvaeMinorAxisLengthPix","LarvaeMorphID","LarvaeMorphNotes","LarvaePerimeterPix","LarvaePerimeterum","LarvaePixPerum","LarvaeSolidity","BarcodeJar","BarcodeJarNotes","JarSeatable","JarTrt","Larvae","AbnormalCount","BlockID.x","CrossType","FertNormalCount","FertQGNotes","FertVolumemL","LarvaePermL","mLFor995Zygotes","mLJarActual","PercentFert","PersonFert","SedgewickAreauL","TimeFertCount","TotalLarvaeMethylation75mL","TotalLarvaeMethylationRemaining","TotalmL","UnfertCount","Key","CrossNotes","DateCross","DateMethFreeze","LarvaeDNAAgeHours","MaleID","QGMeth","TimeCross","TimeMethFreeze","AdultID","BlockID.y","DateSampGonadMantle","GameteSample","GameteSampleID","GonadAmount","GonadDNA","GonadDNAID","MantleDNA","MantleDNAID","Ooze","ParentIDNotes","ParentTrt","Sex","SpermActivity","TimeGametesStripped","TimeSampGonad","AccTankID","AccTankOrder","AdultDateAcclimation","AdultDateCollected","AdultDateExposed","AdultLength","AdultSampleNotes","AdultTotalWeight","AdultTrt","AdultWidth","TrtTankID","TrtTankOrder","EggAreaPix2","EggAreauM2","EggCenterXPix","EggCenterYPix","EggCompactness","EggDiameteruM","EggEccentricity","EggEulerNumber","EggExtent","EggFormFactor","EggLocationCenterXPix","EggLocationCenterYPix","EggMajorAxisLengthPix","EggMaxFeretDiameterPix","EggMaxRadiusPix","EggMeanRadiusPix","EggMedianRadiusPix","EggMinFeretDiameterPix","EggMinorAxisLengthPix","EggObjectNumber","EggOrientation","EggPerimeterPix","EggSolidity","BottleChemistry","BottleID","DateFilter","DateFixed","JarATCorr","JarATRaw","JarATRecal","JarCalcpH","JarDICCorr","JarDICFromAT","JarDICRaw","JarOmegaArg","JarOmegaCalcite","JarpCO2","JarpH","JarTemp","LarvaeWCNotes","mV1","mV2","mV3","pHBatch","Recalculated","TimeFilter","TimeFixed","TubeID"
"JarSeatable",0.940925053521754,0.00707931151727594,0.00704976253739934,0.0592398370619011,0.0455199086849716,0.0340770338791369,0.0756736227028168,0.0544707509623941,0.0211244516281249,0.00432863663581496,-0.10085133983207,-0.162158286629868,0.0706679903967165,0.0593505859612522,0.0608193013337691,0.0614802681918533,0.0630318850553784,0.0649593066780964,0.940915656407938,NA,0.0736249874075377,0.0528394554132351,0.073133256763675,-0.0764000059822427,0.941985206659,0.0471277545200391,1,0.00436953005940639,NA,0.00523161965084257,0.00786700752700896,0.00996934752313472,-0.00268545089863382,0.000869627449182394,0.000293491852722084,-0.0036555359720887,0.00778205935230099,NA,-0.00804149253643354,-0.013940148621088,0.00840200320453292,-0.0108215389855453,-0.00365553753452239,-0.00357369216766517,0.00778205935025835,0.0107503169969033,NA,-0.0104699095609018,0.00786700752700896,0.0109096869376049,NA,0.0119251468940368,-0.000293491852722084,NA,NA,0.00461468993076724,0.00786700752700896,0.00786700752700896,NA,-0.00566148038870103,NA,NA,0.0042632188811324,NA,0.00461468993076724,NA,0.000512483592257414,0.00996934752313472,NA,NA,NA,NA,0.0113862876327745,0.00583072342164111,0.00786700752700896,0.00786700752700896,0.00786700752700896,-0.00119188743441991,NA,0.00534885247950263,0.00996934752313472,0.00495423499473896,-0.00201951078445494,0.000328614623283719,-0.00340494248312553,-0.00340494247469088,-0.00363991597813084,-0.0105629521331014,-0.00365205802035642,-0.00520065740322157,-0.00539466976673517,NA,-0.00167113654773634,0.00309252342324529,-0.00305235214632983,-0.0106021282100368,-0.00444276279924573,-0.00520065740013267,-0.00244550129384132,-0.00274470745468588,-0.00321155032148813,-0.0016079177168405,-0.00236015919578582,NA,0.00885198974337984,-0.00451293606473534,-0.00302465115873248,0.0979178094158346,NA,0.00786700752700896,0.00786700752700896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0411627987896433,0.119869461889958,0.0309563161237261,-0.0277730777323341,-0.0303995951664267,-0.0334103910083677,0.810842633101256,NA,0.941674809845463,0.750417445122385,0.942027365936696
"JarTrt",-0.0209016916509651,0.0652142620839907,0.0528749418061994,-0.725873581726509,-0.743613929487709,0.0451392935772344,-0.665773119392907,-0.705758379714416,-0.0055145914636247,0.0152757731427083,0.0569430830288142,0.156295198979031,-0.673581709962128,-0.68324756425414,-0.686453348924297,-0.685010870987389,-0.67689737366018,-0.686650479145405,-0.0209615114090378,NA,-0.692363380715921,-0.732128168512834,-0.0624647463786619,0.0395325016721947,-0.0218513051516675,-0.0125505367467154,0.00436953005940639,1,NA,-0.0705466206748886,0.469321665196214,0.0830722056205747,0.0536263998844886,-0.0113646205821069,0.0671678301171718,-0.0734357038997233,0.0432011984800368,NA,-0.0115711698358656,-0.0883821760851011,0.0336127235291268,-0.192626579743084,-0.0734356640550326,-0.0724338834234459,0.0432011984400175,0.00147410169671121,NA,-0.109786815318079,0.469321665196214,0.43694389184709,NA,0.0990912370047021,-0.0671678301171718,NA,NA,0.392631426228013,0.469321665196214,0.469321665196214,NA,-0.421383332653803,NA,NA,0.390112519755129,NA,0.392631426228013,NA,0.117285745901708,0.0830722056205747,NA,NA,NA,NA,0.0694027457615138,-0.00724222334264216,0.469321665196214,0.469321665196214,0.469321665196214,-0.0636521280179959,NA,-0.0547329115767778,0.0830722056205747,-0.150326491330702,-0.0319263917192102,-0.0510782088990396,0.0727587714882668,0.0727587715271388,0.0265471227918432,-0.268055742475622,0.157434078577084,0.126041334750368,0.166405008705489,NA,-0.0721887370739856,-0.0904964505429223,0.0253642691534558,-0.271463757687033,0.123820865778911,0.126041334764477,0.0346106124062065,0.0588351414012967,0.0632870390527951,0.0414725720538284,0.0448329475131041,NA,0.0491811343049343,0.0782644427296636,-0.00872265345146618,0.0205409546392405,NA,0.469321665196214,0.469321665196214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403340071615439,0.0410073697386429,0.0399997502918081,0.921003850675167,0.920654819480379,0.920309684083077,-0.164014090381109,NA,-0.0394056731445373,-0.282253988211048,-0.021011809548955
"Larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AbnormalCount",0.0189909482256367,-0.401491369050792,-0.380781805303336,-0.0266706668408974,-0.0347818233498672,-0.0291051749137162,-0.0248420846760625,-0.0368800104927287,-0.0261528162678166,-0.0341619916737554,-0.0129253990266408,-0.0180278020213253,-0.0292483692006832,-0.0234856237189062,-0.0259408295713141,-0.026787303302317,-0.0218339859534136,-0.0228393319133543,0.0190424718519135,NA,-0.0253984750703592,-0.0370763663437907,0.0235914008425928,-0.0421847851938704,0.0208859715754556,0.0440264767970358,0.00523161965084257,-0.0705466206748886,NA,1,-0.149940026156232,-0.284526837215235,-0.0442839849007326,0.0904888258423466,-0.0439794476628284,-0.141459151937771,0.0641771936764508,NA,-0.193610748253673,0.248955206130573,0.095188396951903,-0.21620229662948,-0.141459222976155,-0.141341192869905,0.0641771937576081,-0.100237967600076,NA,0.176895024236877,-0.149940026156232,-0.176369112106457,NA,-0.325998996689575,0.0439794476628283,NA,NA,-0.0509945474810087,-0.149940026156232,-0.149940026156232,NA,0.205595813220726,NA,NA,-0.0479583707045242,NA,-0.0509945474810087,NA,-0.0498675731558266,-0.284526837215235,NA,NA,NA,NA,-0.161021359529962,0.192853785405626,-0.149940026156232,-0.149940026156232,-0.149940026156232,0.215237341370918,NA,0.370207429681159,-0.284526837215235,0.219469985055668,0.142062800291534,0.0702746034440752,-0.083669427075357,-0.0836694267076025,-0.295873023786327,0.143388618933569,-0.27529107057485,-0.178581669330247,-0.336028493402789,NA,-0.0912917645552396,-0.162862526177402,-0.301873251945758,0.146857244398851,-0.185305825813944,-0.1785816688908,-0.0160898593940233,-0.058633942267338,-0.0756181441708298,-0.00382292384083129,-0.00220200250416561,NA,0.121188628536957,-0.0767163951332486,-0.43503328074562,0.0257593718479235,NA,-0.149940026156232,-0.149940026156232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0284645390851661,0.0323223552161167,-0.0376779243022887,0.00971469013334576,0.0102139243059471,0.0100339165518631,0.0434922044317281,NA,0.0342051452078704,0.098333054943381,0.0206181819210971
"BlockID.x",-0.0153118603367602,0.139333413463651,0.112750713623206,-0.169827932447392,-0.183761361585893,0.187175919871077,-0.149280927656689,-0.175341913568915,0.0882493722148176,0.0225985368741956,-0.0255597268244908,0.0414594929526838,-0.133666363516154,-0.185974373576409,-0.165796718173866,-0.159916146995925,-0.184266627644297,-0.171272820926237,-0.015360344146242,NA,-0.156017187052922,-0.181503710581926,0.0294389159729569,0.0600071306259126,-0.0175446785405376,-0.0499578845299021,0.00786700752700896,0.469321665196214,NA,-0.149940026156232,1,0.178267564073582,0.113950774605509,-0.0245472945868105,0.143116832437493,-0.157105194638459,0.0922144654470434,NA,-0.0243632205397591,-0.187163442566968,0.0718902305531841,-0.411009533122631,-0.15710510930693,-0.154975662126242,0.0922144653621414,0.00267747319252376,NA,-0.232285113338398,1,0.930304275779065,NA,0.211929035319447,-0.143116832437493,NA,NA,0.836067485505604,1,1,NA,-0.89816449072144,NA,NA,0.830710474127184,NA,0.836067485505604,NA,0.249904819230268,0.178267564073582,NA,NA,NA,NA,0.148431435217815,-0.0166421837387988,1,1,1,-0.134460847236265,NA,-0.113890859381843,0.178267564073582,-0.319391696844531,-0.0689004227050814,-0.109332778774649,0.153659302313308,0.153659302395793,0.0568103264003899,-0.571028589595215,0.33637111219007,0.267956269534086,0.355803787313783,NA,-0.156473581353916,-0.193168753502951,0.0543125502344232,-0.57831276161283,0.263149859483833,0.267956269563092,0.0716529815848123,0.123230104913408,0.132903989158343,0.0863175637419986,0.0934346596683274,NA,0.10273659407358,0.16538214062471,-0.0197272260384132,0.0435503772424238,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164143498388659,0.0576010211472068,0.0851470443420914,0.1751179825957,0.175200388206215,0.174340394576493,-0.350626943293458,NA,-0.100192924775982,-0.571523351192663,-0.0157550712578656
"CrossType",0.0098889630244566,0.887157146718214,0.859224863196566,-0.01252599337274,-0.0116967090671401,0.0539396123194706,-0.00203115739025536,-0.00162576593258208,0.049847077264758,-0.00923412237580832,-0.000512343344088331,0.00963243538453617,-0.00256989611031465,-0.0179274067676426,-0.0130404358815652,-0.0116727775666831,-0.0169217800945194,-0.0213451054260511,0.00983683771230836,NA,-0.0125765514162,-0.0129123563605009,6.44483870035339e-05,0.0475323954611764,0.00796709532110667,-5.53812598203725e-05,0.00996934752313472,0.0830722056205747,NA,-0.284526837215235,0.178267564073582,1,-0.131561124232098,0.0522371247598532,-0.0937603048811397,-0.274284570270272,0.166574967433604,NA,-0.211926893239038,-0.232651284268423,0.0845854894274702,-0.0238005748495583,-0.274284661823734,-0.271611623897606,0.16657496747615,0.280240119559747,NA,-0.0169925541104337,0.178267564073582,0.17570474812358,NA,0.923959688875912,0.0937603048811397,NA,NA,0.0811023190919736,0.178267564073582,0.178267564073582,NA,-0.0484710171308303,NA,NA,0.0811243000192617,NA,0.0811023190919736,NA,0.149868463865941,1,NA,NA,NA,NA,0.889928475918436,0.0322004308891004,0.178267564073582,0.178267564073582,0.178267564073582,0.020866624250141,NA,0.005828146402887,1,0.158446366526696,-0.257087318466947,0.0349122610499462,-0.362981232369663,-0.362981232571586,0.235856297179462,-0.281738343643094,0.362720152089394,-0.189236509696244,0.304699071828728,NA,-0.30745384748264,-0.0358849507557547,0.248083793061118,-0.278933818595823,-0.184969374427789,-0.189236509852639,-0.539594309546291,-0.424161606717021,-0.396430625780436,-0.526982261226554,-0.530270117271948,NA,-0.083250652024206,-0.351246564660508,0.127367374089976,0.0434467271473856,NA,0.178267564073582,0.178267564073582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0908839190004749,0.0312644108547309,0.0177966295186324,0.0334841523326664,0.0311530534917858,0.0337174149350184,-0.0244927753539014,NA,-0.00946509972318815,-0.0885933197341463,0.00828645493602645
"FertNormalCount",-0.0291951648656214,-0.044298732716299,-0.0659013801369937,0.0293418386275856,0.0423505158221872,0.0296133571971571,0.0342118360421392,0.0536628467447147,0.0541025403429104,0.0259056244269555,0.0448646057012583,-0.0183585422438999,0.0392572225692474,0.0263085391956786,0.0325971991728591,0.0332919628329612,0.0210322253664752,0.0202973495120178,-0.0291879039440048,NA,0.0282161856127601,0.0465292022120193,-0.0389783605338932,0.0527688023419621,-0.0277490503990644,-0.000948016007896647,-0.00268545089863382,0.0536263998844886,NA,-0.0442839849007326,0.113950774605509,-0.131561124232098,1,-0.266457575874665,-0.07518794545413,0.423232324312928,-0.645770554033737,NA,0.494804952363283,-0.078836798007488,-0.214084674313308,-0.270809498778464,0.423232528296663,0.424876703401789,-0.645770554131956,-0.335523078433103,NA,0.0601365316662176,0.113950774605509,0.103984742658971,NA,-0.108886670725836,0.07518794545413,NA,NA,0.0268072680643106,0.113950774605509,0.113950774605509,NA,-0.0670716735932113,NA,NA,0.0230106828653472,NA,0.0268072680643106,NA,-0.108823575394653,-0.131561124232098,NA,NA,NA,NA,-0.212837400319656,-0.214075680941239,0.113950774605509,0.113950774605509,0.113950774605509,-0.0485483942799964,NA,-0.038339171449853,-0.131561124232098,-0.0366436164529331,-0.119937530258076,-0.175584830235964,-0.00135663280645636,-0.00135663268992029,-0.013606408193824,-0.103866935940507,0.0879591944863942,0.0129967492138927,0.0972563603432218,NA,-0.0789875366181502,-0.00885787459049059,-0.0227166470628624,-0.111171720062384,0.0142277749758998,0.0129967492436202,0.0330855001018276,0.00421141209663384,-0.000585681041118918,0.0321405633287957,0.0254200787376551,NA,0.0617992345853515,0.000243148659885512,0.0552370746152775,-0.057971897136815,NA,0.113950774605509,0.113950774605509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0462397947387647,-0.0354199171650226,-0.0272338062378889,0.0130287522339508,0.015321447448803,0.0134109669094327,-0.072236145208192,NA,-0.0305432956384758,-0.0951405313539131,-0.0275458907484188
"FertQGNotes",0.00753852766461815,-0.0671376742720825,-0.0955376250625646,-0.0492036696198772,-0.0571845211992628,-0.0311289799320073,-0.0514383443292864,-0.0646015867521694,-0.0286055717524775,-0.0151841692931423,0.0310978340240732,0.00788300953042556,-0.0505067642369375,-0.0399522239629896,-0.0434613323124194,-0.0442734127634315,-0.0407289443801286,-0.0390376185985373,0.00761099076417874,NA,-0.0471001927570527,-0.0593083582449956,0.0201862653483941,0.0206512426063635,0.00715301948959171,-0.0211851695977663,0.000869627449182394,-0.0113646205821069,NA,0.0904888258423466,-0.0245472945868105,0.0522371247598532,-0.266457575874665,1,0.467668035239071,-0.129921502833595,0.149297113903529,NA,-0.228496820555838,-0.0876306937513658,-0.00877206738933654,0.0698992721363548,-0.129921444297458,-0.130573137899342,0.149297113973057,0.25217821808404,NA,0.0874242274158695,-0.0245472945868105,-0.0907229465315274,NA,0.0367127231813276,-0.467668035239071,NA,NA,-0.0355901005558507,-0.0245472945868105,-0.0245472945868105,NA,-0.0317134219288146,NA,NA,-0.0322546343442515,NA,-0.0355901005558507,NA,-0.0416357561593221,0.0522371247598532,NA,NA,NA,NA,0.0111276836986885,-0.0758037487883516,-0.0245472945868105,-0.0245472945868105,-0.0245472945868105,-0.0249744969233219,NA,0.173060869344695,0.0522371247598532,0.0294658120125404,-0.0103478800932685,0.00820173979326056,-0.206332074473941,-0.206332074253291,0.0569902373826844,0.0929269674029201,-0.0352637371893343,-0.187815402976478,-0.0274333807789121,NA,-0.179962723993347,0.024569190151342,0.069927087774027,0.0918299007040597,-0.182045296259266,-0.187815403010411,-0.224913748583576,-0.237251360483377,-0.233040913776259,-0.227112199202397,-0.217637288979145,NA,-0.168929767486112,-0.21225353965833,-0.100901394665707,-0.00050257382434285,NA,-0.0245472945868105,-0.0245472945868105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201006300305814,0.00354720831050289,-0.0207169946725523,0.00165901219329153,0.00371185074997307,0.00388048951139358,0.0125384969638015,NA,0.0142675655382889,0.0288966017971408,0.0071092898350704
"FertVolumemL",-0.0090160167866177,-0.0853312387589767,-0.0812695729907118,-0.06178801893688,-0.0657243672301238,-0.00981918498022843,-0.0636067253432442,-0.0715335884035879,-0.0248722787909706,-0.00570174193762348,0.00859133155330566,0.0132106379393777,-0.0605653898523101,-0.0545345066861927,-0.0562415808834868,-0.0562693141190287,-0.0560551830277856,-0.0515908146332117,-0.00898572003911548,NA,-0.0576973052175249,-0.0646708463623135,0.00421320440444311,0.0380392103728686,-0.00970502904738062,-0.00714981418919762,0.000293491852722084,0.0671678301171718,NA,-0.0439794476628284,0.143116832437493,-0.0937603048811397,-0.07518794545413,0.467668035239071,1,-0.0541428350050111,0.117804909453255,NA,0.0553240976983532,-0.0595307845231405,0.09197365160656,-0.0324947818023943,-0.0541427277130921,-0.0542176757293233,0.117804909446656,-0.0395483193150825,NA,-0.00241033113525786,0.143116832437493,0.0549473442042432,NA,-0.0625836004852222,-1,NA,NA,0.135785238041256,0.143116832437493,0.143116832437493,NA,-0.209347247886927,NA,NA,0.136489799458525,NA,0.135785238041256,NA,-0.0140517128641387,-0.0937603048811397,NA,NA,NA,NA,-0.0187937282419334,0.13864432507696,0.143116832437493,0.143116832437493,0.143116832437493,-0.057225791241712,NA,-0.0364252645192883,-0.0937603048811397,-0.0761318672147635,0.232107472376867,0.195241919281315,-0.0363463521010555,-0.0363463519576191,0.196908330544371,-0.132413639407336,-0.0832085791058298,-0.07282716568019,-0.0880888631819804,NA,0.0116162205046228,0.0879964122295421,0.197189453555855,-0.135281900805055,-0.0627902658180781,-0.0728271658269903,0.0252755945074569,-0.0195876141638879,-0.0254164711906367,0.0246253289229879,0.0270810112925554,NA,-0.0434711318569909,-0.0426842011468142,0.0397226191006324,-0.0189169923119175,NA,0.143116832437493,0.143116832437493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0050452971207595,-0.0182873220247821,-0.0109981118922502,0.0222282098608161,0.0220932500628948,0.0220160399835587,-0.0680661630678926,NA,-0.0220934034360616,-0.0850683300698211,-0.00944912054500307
"LarvaePermL",-0.00287942606732692,-0.0662992679748908,-0.0920968096515547,0.0212803773506362,0.0197853362871538,-0.0164454942385284,0.0204290532813709,0.0195888269757571,0.0139212364825396,0.00680000985849015,0.0577536742499723,-0.018012706563367,0.0215389783445758,0.0248728559113615,0.0256187920976599,0.0253645511045152,0.0257396570047813,0.0202623969389464,-0.00279053271749766,NA,0.0187597096806802,0.017667278271811,0.0063852913283235,0.0167401341247204,-0.00175555256713002,-0.0319678723659191,-0.0036555359720887,-0.0734357038997233,NA,-0.141459151937771,-0.157105194638459,-0.274284570270272,0.423232324312928,-0.129921502833595,-0.0541428350050111,1,-0.617908894072385,NA,0.184734082131687,-0.0861971554531191,-0.628561329701133,-0.0132663785253606,0.999999999999524,0.999905550504178,-0.61790889407593,-0.0892967863220858,NA,0.0339559630080765,-0.157105194638459,-0.135528131650437,NA,-0.24081753624676,0.0541428350050111,NA,NA,-0.191594887629349,-0.157105194638459,-0.157105194638459,NA,0.138988924781552,NA,NA,-0.189409172618534,NA,-0.191594887629349,NA,-0.0839107106500203,-0.274284570270272,NA,NA,NA,NA,-0.294114334252992,-0.118445617361844,-0.157105194638459,-0.157105194638459,-0.157105194638459,-0.0945185725378801,NA,-0.213479195864704,-0.274284570270272,-0.163802192163683,0.252478522511689,0.18761889330131,-0.0188138944071867,-0.0188138946997301,-0.0305149355659914,0.276184456322676,-0.0110428240865644,-0.0351730967246763,0.0563686018988911,NA,0.083764608260434,0.134903266573374,-0.0414310403224965,0.274051089513149,-0.0336904253934782,-0.0351730964877443,0.0496026089149086,0.00276894380352784,-0.00774956123065251,0.0342658936041694,0.0427111066178853,NA,-0.00506312567410697,-0.0100197752442156,0.254669075613426,-0.0758058595786833,NA,-0.157105194638459,-0.157105194638459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0404824577800428,-0.0699397124909563,-0.0126586239253471,-0.0408849579771633,-0.0379763397103714,-0.0387999071248425,0.0535907394493521,NA,0.0148992020162048,0.0813821633445954,-0.00203684364726997
"mLFor995Zygotes",0.0174146929682837,0.0609790652899216,0.0832390216201862,-0.0765947814930796,-0.0894132328779032,0.00428555304941299,-0.0772576817550553,-0.0989385254219591,-0.0492539331889255,-0.0215410699070088,-0.0802307464225948,0.0300413864459976,-0.0801625695342131,-0.0765837201256173,-0.0804114070771429,-0.0802123426774498,-0.0730450753264177,-0.0662771928485296,0.0173913876055183,NA,-0.0710592528519873,-0.0911614601151213,0.0357675355124465,-0.0567011784988729,0.0156347895607011,0.00677258131849263,0.00778205935230099,0.0432011984800368,NA,0.0641771936764508,0.0922144654470434,0.166574967433604,-0.645770554033737,0.149297113903529,0.117804909453255,-0.617908894072385,1,NA,-0.409947154982278,0.0971818276325181,0.770634788292298,0.140546088706898,-0.617909085608231,-0.618592013837285,1,0.24724336170022,NA,0.0384881593270069,0.0922144654470434,0.0338184277005327,NA,0.0945567544592595,-0.117804909453255,NA,NA,0.0112560704955413,0.0922144654470434,0.0922144654470434,NA,-0.187559556804741,NA,NA,0.0120171127184588,NA,0.0112560704955413,NA,0.178519699923128,0.166574967433604,NA,NA,NA,NA,0.241100639531054,0.208855686941143,0.0922144654470433,0.0922144654470434,0.0922144654470433,0.0428972383073248,NA,0.0917951059925134,0.166574967433604,-0.0667857407390029,-0.0643054808375816,-0.0221831754727841,0.099302733921164,0.0993027339921908,0.16558437713858,-0.33352330077854,-0.0807883680242099,0.051945660746465,-0.109492436715626,NA,-0.0237268407809006,-0.0781729757500399,0.170465400075664,-0.322503825778846,0.0454385858036903,0.0519456605680579,0.051658942624612,0.0980195310490575,0.10001678926869,0.0708642895269291,0.0654444850176093,NA,0.143575915103522,0.0856083614680778,-0.153957488621685,0.12187279646947,NA,0.0922144654470434,0.0922144654470434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014878066345557,0.108596516211204,0.0105420551677633,0.0253214785508276,0.0225689150528867,0.0235890886266172,-0.0201436847501579,NA,0.00825869143769152,-0.024427407784201,0.0158003314633179
"mLJarActual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PercentFert",-0.0169954017510525,-0.0819041460909071,-0.0618709755216194,0.154842822074167,0.172377085315238,-0.0332243875798552,0.147111125168344,0.175980528493469,0.0216877061003029,0.0310035271796882,0.0632258269989504,-0.0315337506593008,0.151602841590086,0.152779702689935,0.157947115527162,0.157633990370111,0.145158496566632,0.14912250663205,-0.017074723265271,NA,0.150098241897871,0.177989001548193,-0.035531347834643,0.0897669601944941,-0.0165200486963715,0.0279547268146521,-0.00804149253643354,-0.0115711698358656,NA,-0.193610748253673,-0.0243632205397591,-0.211926893239038,0.494804952363283,-0.228496820555838,0.0553240976983532,0.184734082131687,-0.409947154982278,NA,1,0.0603542769953384,0.0783757351907328,-0.0463453748087845,0.184734080237183,0.184905580576917,-0.409947155037716,-0.88372804917334,NA,-0.0112254237404461,-0.0243632205397591,-0.0188258558580697,NA,-0.190545521274018,-0.0553240976983532,NA,NA,-0.0286830363679565,-0.0243632205397591,-0.0243632205397591,NA,-0.015227575593331,NA,NA,-0.0303064669613316,NA,-0.0286830363679565,NA,-0.0778042405273776,-0.211926893239038,NA,NA,NA,NA,-0.16405725482042,0.0469574666408476,-0.0243632205397591,-0.0243632205397591,-0.0243632205397591,-0.0631754934178299,NA,0.00535912075978019,-0.211926893239038,-0.0768876130528471,-0.0280885257665019,-0.0934971342544849,0.133978281219357,0.133978281159072,0.0706854197052905,-0.0589890179933408,0.0410333320440057,0.153963854959855,0.0753464179750396,NA,-0.0420734467427079,0.042053203032901,0.0661519547038645,-0.0607963224539468,0.152610982073092,0.153963854738563,0.106734761274901,0.115095742491491,0.128705857034984,0.106462634079722,0.103219345358875,NA,-0.217470449242299,0.143307889601236,0.116977002052359,-0.154515423593142,NA,-0.0243632205397591,-0.0243632205397591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0266876465506712,-0.110517975096892,-0.0838225530525477,-0.015474284503404,-0.0144415138013977,-0.0165348460339265,-0.00797563600036549,NA,-0.021706338240439,-0.0119815263411334,-0.0165641544212547
